Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
PARAGOULD,LL5 CHONDRITE,LL,40.12666667,0.103333333,2.246666667,17.53666667,25.29333333,0.313333333,1.943333333,0.883333333,0.106666667,0.16,0.156666667,18.9,0.384,0.2695,14.8,1.27,1.155,0.69,0.086332883,46.0375,27.62098571,10.64121429,31.9254,4.745914286,4.582041667,2.51E-07,1.40E-06,4.74E-08,4.85E-08,5.17E-08,2.659923155,0.511351142,147.8086351,19.94774123,5.287820767,1.277027027,0.012387981,0.693331576,1.156089194,9.700449108,0.38525831,0.092733711,0.938104449,55.56876138,120.9710143,8.884166667,14.711854,24.19420286,8.26E-07,4.92E-08,50.32663646,4.47875,6.517833333,18.8724889,4.69435411,0.927865961,0.630337265,1.010777218,0.358346716,0.936882248,0.590551794,0.024671872,4.232323228,0.471008473
CHEROKEE SPRINGS,LL6 CHONDRITE,LL,44.16333333,0.136666667,2.56,19.18333333,24.56666667,0.38,2.37,1.163333333,0.13,0.286666667,0.256666667,19.616,0.3544,0.2676,15.27,1.32,1.122,0.709,0.102,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,1.90E-07,4.19E-05,2.88E-08,2.90E-08,3.53E-08,4.65E-09,4.60E-09,6.23E-05,17.775,5.84,1.284610347,0.015468114,0.780868385,1.080168776,9.974762887,0.415354874,0.004534065,0.821749409,7225.933511,62.23601762,9.4525,14.41033333,12.44720352,2.10E-05,3.10E-08,2.08E-05,4.60525,6.746,1.31E-05,4.845125,0.977943176,0.556268398,0.936362988,0.370432013,1.009447619,0.56152381,0.029285229,3.811855667,0.444169371
YAMATO 790397,LL,LL,39.73,0.12,2.04,19.42,25.38,0.35,1.68,1,0.11,0.25,0.58,19.49,0.397,0.27,15.3,1.2,1.08,0.74,0.072,0.266,0.157,0.0687,0.188,0.0299,3.34,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,19.49,5.68,1.273856209,0.013790386,0.765169425,1.214285714,8.89632107,0.437579618,0.007762131,0.722092672,55.56876138,0.7096,8.8175,14.88666667,0.14192,18.90540633,0.216542477,50.32663646,4.58,6.719,23.68004368,4.818625,0.996408415,0.638811981,1.072540101,0.399878435,0.886830357,0.566517857,0.027938585,3.351351348,0.490561289
VAVILOVKA,LL6 CHONDRITE,LL,39.91,0.42,2.47,18.375,25.505,0.635,1.805,1.485,0.22,0.3,0.285,19.36333333,0.251,0.41,15.38,1.29,1.271666667,0.964,0.252,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,4.50E-07,1.45E-05,1.30E-07,9.90E-08,1.41E-07,2.10E-08,1.32E-08,5.34E-05,20.045,6.71,1.258994365,0.024897079,0.720446971,1.368421053,9.974762887,0.415354874,0.031034483,0.70212766,2542.857143,62.23601762,9.04125,15.37277778,12.44720352,7.48E-06,1.23E-07,1.78E-05,4.726416667,6.674777778,8.59E-06,4.89775,0.948958513,0.639062891,1.035394054,0.370432013,0.90952598,0.581244303,0.042721123,2.507331377,0.485174977
DOUAR MGHILA,LL6 CHONDRITE,LL,39.55,0.19,2.92,18.84,26,0.3,2.33,0.94,0.24,0.25,0.31,19.85,0.212,0.232,15.68,1.67,1.545,0.7,0.114,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,2.54E-07,1.28E-05,5.20E-08,5.20E-08,5.98E-08,1.48E-08,6.80E-09,6.59E-05,19.85,6.06,1.265943878,0.011538462,0.724615385,1.253218884,9.974762887,0.415354874,0.01984375,0.869565217,4452.702703,62.23601762,9.06625,15.25333333,12.44720352,6.53E-06,5.46E-08,2.20E-05,4.89875,6.764666667,9.89E-06,5.000375,0.949118388,0.657395702,1.055804097,0.370432013,0.882024978,0.579839429,0.029835651,4.449152539,0.501896334
ST. MESMIN,LL6 CHONDRITE,LL,42.506,0.214,4.058,19.87,25.712,0.37,2.408,1.034,0.126,0.206,0.484,17.08333333,0.444666667,0.291,15.75,1.726666667,1.910666667,0.79,0.13,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,4.06E-07,0.000533371,1.90E-06,6.03E-08,2.11E-07,8.41E-08,2.12E-08,5.74E-05,16.9375,4,1.084656085,0.014390168,0.772790915,1.685215947,9.974762887,0.415354874,0.000760571,0.427861287,682.3793787,62.23601762,9.5525,12.67361111,12.44720352,0.000266888,7.24E-07,1.92E-05,5.044333333,5.939666667,7.42E-05,4.765791667,1.163121951,0.604902837,0.978910746,0.370432013,0.932517222,0.564082313,0.027290265,5.574137926,0.401904045
YAMATO 790723,LL,LL,39.51,0.09,2.45,13.39,24.32,0.33,1.73,1.04,0.11,0.26,0.57,20.52,0.366,0.255,14.67,1.24,1.297,0.77,0.054,0.317333333,0.197,0.0811,0.2145,0.035433333,4.105,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,20.52,7.24,1.398773006,0.013569079,0.550575658,1.416184971,8.955785513,0.411675127,0.007762131,0.722092672,55.56876138,0.845366667,8.71875,16.09333333,0.169073333,18.90540633,0.216542477,50.32663646,4.49425,7.047,23.68004368,4.8965,0.652534113,0.61554037,0.89871306,0.394524602,1.047732697,0.644921771,0.029106555,3.634782606,0.519362187
YAMATO 790519,LL,LL,39.355,0.155,2.21,20.285,25.665,0.345,1.85,0.89,0.115,0.195,0.585,17.55,0.384666667,0.267,15.45,1.325,1.17,0.66,0.093,0.388666667,0.226333333,0.076233333,0.212,0.031366667,4.77,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,21.485,4.86,1.13592233,0.013442431,0.790375998,1.194594595,12.39107333,0.336818851,0.007762131,0.722092672,55.56876138,0.9346,8.828125,14.63166667,0.18692,18.90540633,0.216542477,50.32663646,4.65125,6.067222222,23.68004368,4.612458333,1.155840456,0.65214077,1.105497414,0.34801881,0.856474429,0.558541893,0.025536781,4.039800991,0.445940795
YAMATO 790345,LL,LL,39.35,0.23,1.86,20.06,25.54,0.32,1.85,0.96,0.09,0.28,0.59,21.1,0.378,0.248,15.4,1.32,0.984,0.712,0.138,0.2955,0.189,0.0792,0.199,0.0364,3.46,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,21.13,6.77,1.37012987,0.012529366,0.785434612,1.005405405,8.118131868,0.419047619,0.007762131,0.722092672,55.56876138,0.7991,8.78125,16.33333333,0.15982,18.90540633,0.216542477,50.32663646,4.604,7.242,23.68004368,5.035,0.9507109,0.649047014,1.106527542,0.408383079,0.862938596,0.560087719,0.026683609,3.53333333,0.536213469
YAMATO 74663,LL6 CHONDRITE,LL,40.4,0.06,2.09,19.63,26.41,0.34,1.59,0.94,0.07,0.26,0.52,20.3,0.356,0.263,15.9,1.14,1.11,0.697,0.036,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,2.46E-07,8.16E-06,3.18E-08,3.12E-08,3.93E-08,7.65E-09,5.30E-09,4.88E-05,20.32,4.77,1.27672956,0.012873911,0.743279061,1.314465409,9.974762887,0.415354874,0.030104231,0.792620865,6379.084967,62.23601762,9.0125,15.13,12.44720352,4.20E-06,3.41E-08,1.63E-05,4.71175,6.973,7.16E-06,4.97525,0.966995074,0.653712871,1.08354907,0.370432013,0.877497828,0.573631625,0.025,3.643564353,0.502475248
YAMATO 790757,LL,LL,39.56,0.15,2.96,17.37,26.33,0.36,1.79,0.87,0.09,0.45,0.47,20.05,0.322,0.278,15.88,1.28,1.567,0.65,0.09,0.317,0.204,0.0864,0.236,0.0366,7.3,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,20.05,5.97,1.262594458,0.013672617,0.65970376,1.653631285,8.661202186,0.423529412,0.007762131,0.722092672,55.56876138,0.88,9.05125,15.35666667,0.176,18.90540633,0.216542477,50.32663646,4.84425,6.883333333,23.68004368,5.014625,0.866334165,0.665571284,1.027751646,0.393770027,0.905263158,0.602517162,0.024266936,4.947916662,0.506825076
YAMATO 74646,LL6 CHONDRITE,LL,40.13,0.15,2.815,19.535,25.41,0.35,1.77,0.95,0.12,0.245,0.67,19.85,0.4585,0.2705,16.63333333,1.42,1.49,0.705,0.09,0.326,0.212,0.0873,16.57053116,0.0364,3.62,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,2.659923155,0.511351142,147.8086351,19.82,5.05,1.193386774,0.013774105,0.768791814,1.59039548,8.956043956,0.411792453,0.007762131,0.722092672,55.56876138,17.23223116,8.97375,14.90666667,3.446446232,18.90540633,0.216542477,50.32663646,5.062083333,6.859666667,23.68004368,5.114666667,0.984130982,0.633192126,1.046571196,0.046577706,0.892869062,0.565357659,0.026663344,4.285046725,0.494642412
OTTAWA,LL6 CHONDRITE,LL,39.72,0.168,2.21,18.54,25.66,0.364,1.68,0.8,0.146,0.24,0.56,20.52,0.38,0.269,15.47,1.2,1.155,0.632,0.101,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,7.80E-07,1.65E-05,0.297640698,1.37E-07,0.204394768,2.70E-08,2.20E-08,3.05E-05,21.24,6.31,1.326438268,0.014185503,0.722525331,1.31547619,9.974762887,0.415354874,0.047272727,0.427861287,1129.62963,62.23601762,8.8525,16.02333333,12.44720352,8.64E-06,0.167345201,1.02E-05,4.61425,7.056333333,0.062760429,4.965875,0.903508772,0.646022155,1.054137849,0.370432013,0.898642534,0.580542986,0.023816717,4.112050736,0.516616314
LAKE LABYRINTH,LL6 CHONDRITE,LL,40.17,0.115,2.915,18.2,25.72,0.405,2.025,1.205,0.135,0.32,0.51,19.7025,0.34875,0.2888,15.51,1.393333333,1.33425,0.765,0.0695,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,1.94E-07,9.30E-06,0.297640698,4.13E-08,0.204394768,9.30E-09,6.80E-09,2.91E-05,20.08,5.845,1.270309478,0.015746501,0.707620529,1.439506173,9.974762887,0.415354874,0.020860215,0.427861287,3129.032258,62.23601762,9.111875,15.20916667,12.44720352,4.75E-06,0.167345169,9.71E-06,4.750645833,6.780016667,0.062759265,4.926516667,0.923740642,0.640278815,1.019380295,0.370432013,0.914617486,0.5856102,0.033358228,3.686567161,0.490477969
